given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,soc_sec_id,salary-class
 sarah, de crespigny,16, maurice place, allandale, somers,2250, vic,19130113,4115888,<=50K
 amelia, lowry,54, jandamarra street, ellwood, kinglake east,4208, qld,19231009,2439141,>50K
 josephine, gallio,23, marsden street, sunnydale cottage, blacktown,2753, qld,19230227,8542303,<=50K
 danjel, ang,8, reader court, villa 2, arundel,3146, nsw,19470912,2029176,<=50K
 bianca, morrison,224, sharland place, brindabella specialist centre, evanston,4702, vic,19040728,1392522,>50K
 jesse, rankine,977, mcgivern crescent, minoru, salisbury heights,4228, qld,19720216,2225890,<=50K
 ellie, oatey,84, woollum street, blaxlands ck, lower templestowe,2196, wa,19390419,9791693,<=50K
 elisha, gibb,59, weavell place, st vincents hospital, tawonga south,2119, nsw,19490606,8704563,<=50K
 michael, heidrich,49, degraves crescent, wonga square, samford,6104, nsw,19440910,3945989,<=50K
 chloe, coleman,50, mina wylie crescent, monto caravan park, gowrie,3114, sa,19850701,6761005,<=50K
 georgia, carbone,20, ross smith crescent, medical centre, southbank,3070, vic,19910825,4433630,<=50K
 maddison, mahon,62, ellenborough street, brentwood vlge, east gordon,2224, qld,19381111,9640898,<=50K
 sophie, burford,17, merfield place, legacy units, surat,3144, wa,19321031,6901639,<=50K
 peta, callister,16, baracchi crescent, jaholma park, moranbah,2117, qld,19700110,4177367,<=50K
 molly, garcia,1, chuculba crescent, arawang, ballarat,2048, qld,19571103,2305243,>50K
 molly, burford,19, erldunda circuit, rcg centre, ermington,3081, qld,19181119,7640441,<=50K
 jacqueline, pride,9, william webb drive, bell place (cnr bell r road, richardson,4065, nsw,19830708,4570880,>50K
 daniel, mcard,34, maccallum circuit, westwood homestead, homebush,2619, nsw,19920927,2550366,>50K
 georgia, metaxiotis,15, augustus way, moodwood angus stud, tuart hill,3196, vic,19130627,5883327,<=50K
 katharine, penno,91, cuthbert circuit, brentwood vlge, long jetty,3215, qld,19491225,1089142,>50K
 emiily, finlay,61, coranderrk street, john flynn medical centre, ulverstone,3043, vic,19070731,9964204,<=50K
 jorja, green,29, moon place, yakilli park, junee,7307, sa,19590106,3411925,<=50K
 matthew, lock,14, shoalhaven avenue, nootina, ringwood,2207, sa,19931125,3915530,>50K
 lily, mounce,92, symers street, donald coburn lodg, ferryden park,2100, qld,19000224,4142857,<=50K
 lachlan, stanley,28, cottam place, plainview, mount samson,7310, nsw,19740824,4200578,>50K
 lewis, westbrook,14, hutchison crescent, ohio station, seaforth,4128, vic,19081217,5442782,<=50K
 william, george,31, kidman close, ocean breeze, labrador,3438, sa,19250214,9555232,>50K
 alicia, miles,69, eggleston crescent, wunnamurra homestead, brighton,3020, vic,19701124,2499759,>50K
 marcus, chandler,5, rason place, sect 329, flagstaff hill,2226, vic,19700417,1098082,<=50K
 george, webb,16, beatham close, nelsons lake, lakemba,2064, nsw,19721211,6420147,>50K
 toby, walkley,29, hatfield street, st helens, albury,2528, nsw,19350608,9827400,<=50K
 lily, collier,47, sargood street, amelia, port macquarie,3148, vic,19860413,6053640,>50K
 casey, fitzpatrick,34, hugh mckay crescent, glass house, hamilton,4178, nsw,19320411,3603845,<=50K
 gillian, lilee,9, yarra street, glen-erin, granville,2518, nsw,19181009,6966115,>50K
 jackson, thorpe,21, grayson street, kilwinning, daisy hill,3058, nsw,19460526,3307556,<=50K
 sarah, jolly,2192, callaway crescent, spring ridge, kingsville,3995, wa,19161127,5871517,<=50K
 tristan, quilliam,14, banner street, marjidin, ulverstone,3250, sa,19671214,3784610,<=50K
 roberta, caire,14, welch place, port 44, beaconsfield upper,5113, sa,19630418,5100047,<=50K
 luke, hursey,23, turriff street, inishmore, port franklin,4017, qld,19220923,1219514,>50K
 arki, mason,5, verran place, rowethorpe, frankston,6147, vic,19851022,7763548,<=50K
 mia, crofts,101, nunan crescent, wilga, millmerran,4850, sa,19550722,3041807,<=50K
 braiden, hering,26, snowden place, peppercorn lodge, new farm,3016, nsw,19240408,7720229,<=50K
 joshua, clarke,1, savery street, bexley, carnegie,3028, sa,19011101,7741570,<=50K
 nicholas, jenvey,59, bogan place, hopeview, bundaberg,2440, nsw,19921231,1646485,<=50K
 ellen, schumann,51, barr-smith avenue, glengariffe, ridleyton,4034, qld,19610507,1287031,<=50K
 sarah, leslie,740, baddeley crescent, flt 10, jamboree heights,4053, vic,19110604,7593106,<=50K
 christopher, menzies,39, maclachlan street, kinglake central, malvern,2621, nsw,19180721,8813225,<=50K
 olivia, leong,75, naismith place, mckail, deer park,3177, nsw,19820831,9379794,<=50K
 erin, fassina,80, croton street, rockview ashtead, werrington,2066, nsw,19561212,9413029,>50K
 reegan, noble,4, kauper street, poplars, carlingford,7173, vic,19501211,7625184,<=50K
 emerson, soulemezis,15, marshall street, birks harbour, st albans,2135, vic,19450805,8760466,<=50K
 phoebe, dixon,7, ambalindum street, bracken leigh, yass,6027, tas,19960119,3838118,>50K
 kristen, godfrey,48, dumas street, dromard, bray park,4157, sa,19700425,5874139,<=50K
 nicholas, morcom,13, mcbryde crescent, phillip lodge, toowoomba,3364, qld,19360608,3103859,>50K
 aidan, minorchio,13, chewings street, ningana, vermont,6056, qld,19500604,7288279,<=50K
 josephine, hohn,8, pandanus street, rosebridge, avoca beach,3173, vic,19440501,1426564,<=50K
 joshua, stubbs,50, bimbiang crescent, rosetta village, holsworthy,3071, nsw,19580212,4826701,<=50K
 ky, morrison,275, hardie close, arthur river park, mount eliza,2031, nsw,19411120,9053979,>50K
 ella, mahon,51, ulm street, naygoondy, northmead,2086, nsw,19330520,4464237,>50K
 madelyn, blizard,6, southwood retreat, hoxton park, northgate,2067, vic,19540215,2341148,<=50K
 rachel, matthews,32, kirkcaldie circuit, malladup, ruse,4720, vic,19401207,9129899,<=50K
 cameron, prideaux,50, oakes street, evenstar, condon,6164, nsw,19990615,3537256,>50K
 isabella, westbrook,20, yanda street, carlow, seven hills,2048, tas,19730807,1274198,<=50K
 talia, allard,2, groom street, fair lea, newmarket,6064, qld,19060220,2778608,<=50K
 lachlan, coleman,59, marsden street, bell place (cnr bell r road, richmond west,3995, tas,19060305,2870281,>50K
 nicholas, leslie,10, de little circuit, retirement village, daisy hill,4802, nsw,19691231,9490741,<=50K
 jackson, koklas,43, cousin place, villa 2, pearcedale,7018, wa,19850701,1074399,>50K
 jacob, green,1, strickland crescent, rosetta village, hectorville,4655, nsw,19660623,4867426,>50K
 pakita, o'shannessy,83, handasyde street, villa 3, torquay,4878, qld,19270218,8599006,<=50K
 jesse, bagwell,12, tuckey place, ellangowan, urangan,4659, nsw,19930914,6491012,<=50K
 jessica, shepherd,60, mackney place, aprtmt 34, albion park,4207, nsw,19730411,7664099,<=50K
 michael, shepherd,39, pinkerton circuit, millwood, camira,3377, nsw,19301008,3537158,<=50K
 lachlan, rees,25, darwinia terrace, moline village, ulverstone,3162, vic,19131017,1414477,<=50K
 shanaye, carbone,41, haystack crescent, st vincents hospital, matong,3690, nsw,19300519,1632237,>50K
 ella, ryan,18, marshall street, mayflower retrmnt vlge, coolaroo,2365, wa,19510519,7463223,>50K
 cade, coleman,21, damala street, mater professional centre, minchinbury,2280, sa,19471123,8098924,<=50K
 william, kempe,18, dallachy place, yarrawah, keysborough,5043, qld,19280103,8619692,<=50K
 cooper, perth,52, blacket street, avalyn, young,2580, qld,19950107,5404942,<=50K
 georgia, maynard,10, temperley street, tieve tara, toowong,3175, qld,19700324,3465730,<=50K
 natalia, bissett,42, springvale drive, star court arcade, kaleen,4218, qld,19500422,8653274,<=50K
 emiily, paterson,7, gruner street, platina, seaforth,5157, vic,19840318,7177837,<=50K
 brooklyn, ryan,1, sainsbury street, pine hill, american river,3241, nsw,19200516,5720021,>50K
 charlotte, heuston,92, wayal place, memorial hospital, cremorne,2619, vic,19970428,9940785,<=50K
 rhys, mason,49, geils court, banksia village, maryborough,5066, wa,19000608,7868339,<=50K
 samuel, green,13, cordeaux street, mornington ret vlg, woorinen,6153, nsw,19911221,5676411,<=50K
 thomas, brock,117, temperley street, northwood park, port macquarie,4670, sa,19520624,9531535,>50K
 danny, stephenson,16, o'shanassy street, banksia village, armidale,3130, tas,19831019,7199358,<=50K
 paris, green,19, zamia place, glendower, frankston,5159, qld,19291117,7101331,>50K
 jack, vick,23, noble close, st johns retirement, rivett,7252, nsw,19550905,8449880,<=50K
 jacinta, bastiaans,12, bean crescent, barwon station, narellan,3074, qld,19330803,3787817,<=50K
 henry, martinello,48, fred lane crescent, coorabil, northampton,2794, qld,19410617,4721399,<=50K
 jordan, noble,4, kosciusko avenue, st francis vlge, surry hills,2170, wa,19270820,7231665,<=50K
 alexander, green,18, julia flynn avenue, sec 375, connolly,2516, nsw,19071024,5282495,<=50K
 adam, yu,33, wittenoom crescent, ashell, werrington,2203, vic,19410707,6158700,<=50K
 jacqueline, tomich,34, giles street, noorla, kilsyth,7030, wa,19230609,5698710,<=50K
 riley, godfrey,300, clift ck, the lodge, oakwood,3108, nsw,19451121,3493339,<=50K
 andrew, mason,12, starling place, brentwood vlge, rosewater,5086, nsw,19321115,1878301,<=50K
 lauren, mcneill,37, caley crescent, gimberts road, kilsyth,3752, qld,19050527,4744679,<=50K
 juliana, matthews,1261, lamington street, mount patrick, brighton-le-sands,2287, vic,19030123,9544022,<=50K
 evan, wilkey,26, gudgenby close, portland house, park orchards,4818, vic,19571204,4568068,<=50K
 aleisha, mason,120, appel crescent, gillin park, tanilba bay,3936, nsw,19860522,3858465,>50K
 jack, ziersch,9, badcoe street, belvedere, new farm,5501, wa,19741024,8799452,<=50K
 thomas, campbell,35, lethbridge street, scenic lodge, paddington,2450, nsw,19610710,5974512,>50K
 megan, jessup,5, wyatt street, beachfront caravan park, ringwood,3225, nsw,19010928,9738709,>50K
 caleb, spurden,119, mcalpine place, greenslopes, boyne island,4228, sa,19580816,8017617,<=50K
 timothy, de angelis,95, casey crescent, lumeah homes, brighton,3400, sa,19910709,6079337,>50K
 riley, loehr,20, caldwell street, springdale, maitland,4680, tas,19000723,4599665,<=50K
 amelia, green,60, beasley street, silver sand caravan park, charlestown,3199, vic,19160824,4340002,<=50K
 talia, bramble,5, wattle street, taree caravn park, north bondi,5074, vic,19090623,2565238,>50K
 benjamin, spaans,72, ellerston avenue, birkenau, kulnura,5082, qld,19010804,1924477,<=50K
 jessica, ditty,22, dunlop street, oak-lodge, bundaberg,3183, nsw,19500328,6813350,<=50K
 scott, buterfield,116, crozier circuit, uc-dai-loi, noble park,2213, qld,19230731,9102056,<=50K
 ashleigh, white,34, hutchison crescent, harefield, east hills,2354, nsw,19261003,6850999,>50K
 emma, scappatura,3, reuther street, wattle brae, east fremantle,3129, nsw,19390522,5932517,>50K
 lily, krishnan,25, bourne street, redhill, keysborough,2640, qld,19681003,8956118,<=50K
 tori, reid,16, arthur circle, nowra mall, lalor,2176, vic,19570425,5350892,<=50K
 savannah, cappelluti,4, lightfoot crescent, brampton, seymour,6084, wa,19160523,5168724,<=50K
 sarah, curth,14, knoke avenue, heathfield qld, mullumbimby,3175, vic,19131205,8264314,>50K
 hannah, maynard,3, fizelle place, oaklands village, toowoomba,2340, sa,19971104,3318159,<=50K
 daniel, wojciechowski,141, somerset street, melody cottage, dulwich hill,2120, nsw,19500125,2930336,<=50K
 caitlin, milburn,17, heard street, lexington, south arm,2850, qld,19530105,3195330,<=50K
 imogen, whillas,121, embley street, flowerydale, molong,2170, tas,19090319,7145066,<=50K
 joel, dixon,5, meredith circuit, rawdon, greenwood,4011, qld,19590722,6153468,<=50K
 kiana, pieris,33, mortimer lewis drive, mungrup stud, coffs harbour,4650, vic,19370813,5026429,<=50K
 david, shepherd,3, eggers place, ainslie house, nubeena,4869, nsw,19380403,6575835,>50K
 isabella, waller,155, blackburn street, omeo, brighton,5035, vic,19500719,7270771,<=50K
 rory, jehle,125, companion crescent, brinjarry, cromer,2340, nsw,19730227,1533301,<=50K
 barnaby, wevill,26, barringer street, sec 692, girgarre,2165, qld,19741112,3879376,<=50K
 bryce, crosswell,34, monkman street, clems place, colac,4551, nsw,19301122,8289252,>50K
 alana, green,2, wittenoom crescent, tulla burra, mount eliza,4051, wa,19030904,7711269,>50K
 amelia, kingswell,12, balbo place, sunny braes, tuchekoi,3192, vic,19520510,7388956,<=50K
 michael, stagoll,65, tyson street, bypass road, cleveland,3150, nsw,19190521,3941516,<=50K
 harrison, thredgold,3, antill street, monavale, charlestown,2289, nt,19390828,3707828,>50K
 maddison, jiang,8, templeton street, kurrabri, lamington,3556, vic,19610619,7894969,<=50K
 callie, webb,164, dalley crescent, rocklea, frankston,3094, qld,19081121,5176285,<=50K
 madison, niekel,14, noongale court, summer hill, prospect,3032, sa,19030530,1598654,<=50K
 jessica, liddy,15, hyndes crescent, sec 1, fairlight,4133, nsw,19620602,9399509,<=50K
 ned, clarke,11, london circuit, villa 5, carnegie,5073, wa,19740801,4238081,<=50K
 luke, grubb,10, berne crescent, yooringa, st huberts island,6530, nsw,19341211,6333533,<=50K
 emiily, crapp,3, couchman crescent, glendower, ramsgate,2035, nsw,19500106,6187478,<=50K
 matthew, priest,310, benson crescent, glenhurst, tarragindi,4124, qld,19860226,2553510,<=50K
 chelsie, hlawa,99, companion crescent, ashbank, torquay,2325, vic,19691018,9141369,<=50K
 samuel, kontopoulos,11, bamir square, pleasant view, carnegie,3631, vic,19870312,9712523,>50K
 ruby, nguyen,6, berghofer court, wealdstone, lilydale,3934, vic,19660122,1868976,<=50K
 madeline, mahon,27, medworth crescent, airforce memorial estate, rosebud,3107, sa,19970711,8911383,<=50K
 kaitlyn, cheshire,117, william hudson crescent, menora, berkeley vale,3056, act,19330820,4812124,<=50K
 zarlia, boyle,113, audas place, clanville, robina,2322, wa,19230805,8270751,>50K
 alexandra, agett,48, keith street, boronia, taree,6430, nsw,19180406,8624670,>50K
 nicholas, millar,201, temperley street, malanda orchard, hyde park,2767, wa,19300617,1000123,<=50K
 madeline, boyes,4, dowsley place, wattle place, kingsford,5062, vic,19760522,6564625,<=50K
 gillian, leon,10, armbruster street, walmount, elizabeth south,4021, nsw,19660416,2875631,<=50K
 chloe, camp,25, euroka street, llantwit house, ardrossan,6149, nsw,19351005,4550681,<=50K
 cooper, stockall,32, madigan street, fig trees, mayfield,3944, nsw,19700719,6708332,>50K
 joshua, kelley,59, harwood court, aprt 18 the village, emerald,3127, qld,19340831,3990210,<=50K
 connor, toms,22, taggerty street, vivigani, malvern east,7310, qld,19991026,6080369,<=50K
 samantha, coady,5, michie street, tallaranie, minlaton,5024, vic,19951116,5201652,<=50K
 finn, white,403, mcculloch street, all saints college, kempsey,6084, qld,19450410,9601625,<=50K
 daniel, white,1, albermarle place, summer hill, brierfield,3810, sa,19870703,8258779,>50K
 ben, chorny,16, mcquade close, our folly, bonnyrigg,4120, qld,19481025,3512659,<=50K
 matisse, chandler,362, mcbryde crescent, 21st, gowrie,3498, wa,19980731,5696159,<=50K
 hannah, white,2, gallagher street, fairholme, aspendale gardens,2505, nsw,19840119,9007134,<=50K
 tara, campbell,34, dunstan street, westpoint, katherine,6015, qld,19810623,8339362,<=50K
 matthew, mason,14, derrington crescent, santa lucille, avalon,2602, nsw,19280503,6339601,<=50K
 mikaela, horkings,144, box hill avenue, berkeley vlge, paddington,4061, vic,19291011,1360308,<=50K
 caleb, dabinet,30, rodway street, rodway tsreet, mount ommaney,3133, qld,19040620,2071263,<=50K
 isaiah, crossman,14, hopetoun circuit, inveraray, emu park,3175, nsw,19680729,7045589,<=50K
 dimitri, kowald,5, watson street, sec 791, alice springs,2430, sa,19510207,1597094,>50K
 liam, petersen,38, solomon crescent, blue hills, mosman,3630, vic,19800221,7148654,<=50K
 madeline, zbierski,31, newman morris circuit, nedlyn, westmead,2087, nsw,19801012,6366322,>50K
 nicholas, campbell,23, birchall street, karsul, carnegie,2097, act,19690319,1631489,<=50K
 alannah, morrison,15, warragamba avenue, brentwood vlge, como,2031, vic,19450628,3163775,<=50K
 mya, mccarthy,43, wakool circuit, wilgalea, moonah west,2063, nsw,19670509,5475592,<=50K
 felicity, la porte,25, groom street, gundaline, glenmore park,3892, wa,19631026,9577115,<=50K
 abbey, kluske,10, farrer street, villa 19, clarkson,3044, nsw,19930605,7624788,>50K
 james, grillett,268, sheaffe street, bella dona, caulfield north,2117, nsw,19890331,9598556,<=50K
 coby, brinsmead,110, musgrave street, st francis vlge, canley heights,4552, qld,19391009,8442114,<=50K
 isabella, petrikowski,4, mcbryde crescent, beaumont hills, loganlea,4034, nsw,19900210,2493367,<=50K
 samantha, barmore,23, bilby place, yarrandoo, somerset,3073, vic,19641215,5082469,<=50K
 riley, matthews,34, westhoven street, stone oak farm, success,4034, vic,19890629,5906706,<=50K
 benjamin, white,35, fiveash street, meadowvale village, cranbourne,2759, sa,19900716,7111467,<=50K
 william, robson,77, springvale drive, magpie springs, lowood,4151, vic,19520721,2322463,<=50K
 oliver, pimershofer,23, betts place, moondarook, port pirie,3130, nsw,19431226,4369551,>50K
 marleigh, miell,20, spring range road, tulloch, peakhurst,4226, vic,19931025,4689620,<=50K
 josephine, highet,6, hayden close, marandyvale, spotswood,2151, nsw,19121110,6475561,<=50K
